customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
customerID-003514,Male,0,No,No,4,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,23.53,819.52,No
customerID-003521,Male,1,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.84,171.7,No
customerID-003525,Male,0,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),23.58,388.34,No
customerID-003530,Male,0,No,No,24,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),32.97,184.71,No
customerID-003533,Male,1,No,No,31,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,75.15,603.05,No
customerID-003536,Female,1,No,No,9,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.35,419.95,No
customerID-003537,Male,0,No,No,57,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,99.02,644.89,No
customerID-003538,Male,0,No,No,15,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,53.02,316.11,No
customerID-003539,Male,0,No,No,,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,169.45,862.91,No
customerID-003542,Male,3,No,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),39.32,189.18,No
customerID-003544,Male,3,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.38,640.72,No
customerID-003549,Female,1,No,No,13,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.43,332.79,No
customerID-003550,Female,1,Yes,No,61,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,31.28,911.79,No
customerID-003551,Female,2,No,No,10,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,,940.03,No
customerID-003553,Female,0,Yes,No,12,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,23.97,337.57,No
customerID-003554,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,23.65,1799.36,No
customerID-003557,Male,3,Yes,No,13,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,57.21,576.84,No
customerID-003559,Male,0,No,No,26,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.17,1510.36,Yes
customerID-003565,Male,0,Yes,No,9,No,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,158.52,807.25,No
customerID-003566,Male,1,No,No,21,No,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,37.46,273.55,No
customerID-003567,Male,1,No,No,48,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,116.13,1354.69,No
customerID-003568,Female,0,Yes,No,2,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,25.64,846.21,Yes
customerID-003569,Female,1,No,No,7,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.88,504.85,No
customerID-003570,Male,0,Yes,No,5,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,68.56,633.58,No
customerID-003571,Female,0,No,No,25,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,38.29,519.15,No
customerID-003573,Female,0,No,No,3,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.18,843.48,No
customerID-003575,Male,4,Yes,No,41,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),38.07,436.24,Yes
customerID-003577,Male,0,No,No,7,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,31.99,714.89,No
customerID-003583,Female,0,No,No,32,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,47.38,82.03,No
customerID-003584,Male,1,No,No,38,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,135.91,780.81,No
customerID-003587,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),56.2,659.17,No
customerID-003588,Male,1,No,No,,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,44.49,282.35,No
customerID-003589,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.0,903.4,No
customerID-003591,Male,2,No,No,5,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,24.79,1067.49,No
customerID-003596,Female,1,No,No,4,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,37.38,1119.37,No
customerID-003597,Male,1,No,No,6,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.13,384.89,No
customerID-003602,Male,1,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),,3749.15,No
customerID-003606,Male,1,No,No,36,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.49,2497.79,Yes
customerID-003607,Male,0,No,No,15,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,38.59,657.33,No
customerID-003611,Male,2,No,No,13,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,48.02,731.78,No
customerID-003613,Female,1,No,No,,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,169.45,511.96,No
customerID-003618,Female,0,No,No,36,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,35.83,877.33,No
customerID-003619,Female,0,Yes,No,28,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),111.32,336.78,Yes
customerID-003621,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),21.48,928.85,No
customerID-003622,Male,1,No,No,,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),41.19,1311.83,No
customerID-003625,Male,0,No,No,9,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,45.06,985.34,No
customerID-003626,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,27.97,1791.74,No
customerID-003629,Male,0,Yes,No,21,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,,589.04,No
customerID-003633,Male,0,No,No,26,No,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,38.22,477.23,No
customerID-003643,Female,0,No,No,5,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,,1274.95,No
customerID-003652,Male,2,No,No,,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23.39,701.78,Yes
customerID-003658,Female,1,No,No,3,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),68.2,185.52,No
customerID-003659,Male,2,Yes,No,39,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.08,1239.94,No
customerID-003661,Male,0,No,No,22,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,,832.37,No
customerID-003675,Male,0,No,No,6,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),47.18,381.11,No
customerID-003680,Male,1,No,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,106.09,432.18,No
customerID-003682,Male,1,No,No,23,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),65.11,714.58,No
customerID-003683,Female,0,No,No,17,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),86.64,2221.7,No
customerID-003686,Male,0,No,No,56,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,,1369.92,No
customerID-003687,Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.41,433.67,No
customerID-003689,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,23.9,337.54,No
customerID-003691,Female,1,No,No,11,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),65.76,1276.96,No
customerID-003696,Female,0,No,No,5,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,25.43,507.49,Yes
customerID-003699,Male,2,No,No,9,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),73.52,474.53,No
customerID-003701,Male,1,No,No,8,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),29.59,920.61,Yes
customerID-003704,Male,0,No,No,5,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),42.23,500.4,No
customerID-003706,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,33.37,660.28,No
customerID-003707,Female,0,No,No,15,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,11.65,69.34,No
customerID-003715,Male,2,No,No,5,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,,390.06,No
customerID-003716,Male,0,No,No,9,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,87.29,1522.16,No
customerID-003717,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,60.59,1696.49,No
customerID-003718,Male,0,No,No,14,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,47.54,738.56,No
customerID-003720,Female,0,Yes,No,20,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),,508.05,No
customerID-003723,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,,1102.14,No
customerID-003733,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,59.94,2285.85,No
customerID-003734,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),70.96,299.53,Yes
customerID-003736,Female,1,No,No,11,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,35.66,919.65,No
customerID-003739,Male,0,No,No,39,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,16.57,1056.65,No
customerID-003742,Female,0,No,No,89,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,87.41,3749.15,No
customerID-003748,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,99.66,1737.95,No
customerID-003752,Male,0,No,No,5,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,52.23,740.28,No
customerID-003758,Female,0,No,No,16,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),43.08,560.67,No
customerID-003761,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),62.2,403.39,Yes
customerID-003764,Female,1,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,38.19,710.27,No
customerID-003767,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,,273.74,No
customerID-003768,Male,0,Yes,No,7,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,34.6,2807.75,No
customerID-003769,Female,0,No,No,30,No,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,44.82,1202.65,No
customerID-003772,Male,0,No,No,7,Yes,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.87,976.35,No
customerID-003776,Female,1,No,No,58,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,44.55,1222.39,No
customerID-003777,Male,0,No,No,49,No,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,,1120.6,No
customerID-003778,Male,1,No,No,4,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),30.16,1102.35,No
customerID-003780,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,,392.22,No
customerID-003781,Male,1,No,No,2,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,89.5,837.51,No
customerID-003782,Male,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,33.89,526.67,No
customerID-003787,Female,0,No,No,5,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),34.36,373.94,No
customerID-003792,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),106.61,614.75,Yes
customerID-003795,Male,0,No,No,48,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.64,46.41,No
customerID-003799,Male,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,26.25,491.45,No
customerID-003800,Female,2,No,No,18,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),83.71,1501.23,No
customerID-003801,Female,0,Yes,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,71.24,141.67,No
customerID-003805,Female,0,No,No,,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,,350.7,No
customerID-003806,Female,0,Yes,No,8,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,14.04,865.99,No
customerID-003811,Male,1,No,No,15,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,,645.64,No
customerID-003814,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.09,1104.9,No
customerID-003816,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.25,841.86,No
customerID-003821,Female,1,No,No,15,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),21.03,673.95,No
customerID-003825,Female,1,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,13.96,1297.69,No
customerID-003826,Male,1,No,No,19,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),22.17,347.51,No
customerID-003827,Female,0,No,No,18,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,21.23,558.45,No
customerID-003828,Male,0,Yes,No,3,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.79,346.77,Yes
customerID-003833,Male,0,Yes,No,11,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,125.46,941.05,Yes
customerID-003835,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,117.58,1027.43,No
customerID-003838,Male,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,100.76,367.21,No
customerID-003839,Male,1,Yes,No,13,No,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),33.11,269.6,No
customerID-003840,Female,1,Yes,No,,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),51.57,887.17,No
customerID-003846,Male,0,No,No,9,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.72,281.65,No
customerID-003849,Male,2,No,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.42,1393.26,No
customerID-003850,Male,1,No,No,15,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,58.88,1179.45,No
customerID-003852,Female,0,No,No,5,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.42,287.82,No
customerID-003853,Female,1,No,No,11,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,50.76,725.69,No
customerID-003857,Female,0,No,No,13,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,11.81,1791.78,No
customerID-003858,Male,2,No,No,,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,40.53,246.11,Yes
customerID-003860,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),26.79,90.12,No
customerID-003862,Male,0,Yes,No,33,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),29.15,704.76,No
customerID-003863,Male,1,No,No,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,34.93,526.21,No
customerID-003864,Male,1,No,No,7,No,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,45.2,1627.63,No
customerID-003867,Female,2,No,No,17,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),26.83,309.56,No
customerID-003870,Female,0,Yes,No,19,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,25.81,673.72,No
customerID-003871,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),24.94,512.22,No
customerID-003872,Male,0,Yes,No,51,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,27.53,270.81,No
customerID-003876,Male,1,No,No,89,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,77.67,482.96,No
customerID-003886,Male,0,No,No,18,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,47.68,308.13,No
customerID-003889,Male,1,Yes,No,12,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,22.83,335.57,No
customerID-003892,Male,1,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,27.54,229.67,No
customerID-003894,Female,0,No,No,39,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,168.83,464.34,No
customerID-003896,Male,1,Yes,No,13,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,57.56,2117.92,No
customerID-003897,Female,0,Yes,No,19,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),136.46,388.71,No
customerID-003898,Male,0,No,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,36.76,191.95,Yes
customerID-003899,Male,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),53.62,284.11,No
customerID-003901,Male,0,Yes,No,5,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),,1302.37,No
customerID-003904,Female,1,No,No,29,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),53.47,327.51,No
customerID-003907,Female,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),47.25,609.0,No
customerID-003910,Male,0,Yes,No,5,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.69,2103.96,No
customerID-003911,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.1,477.98,No
customerID-003914,Female,1,No,No,15,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),25.5,1215.15,No
customerID-003915,Male,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,93.34,1450.63,No
customerID-003919,Male,1,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,26.65,1489.02,No
customerID-003920,Female,0,Yes,No,4,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,20.72,552.6,No
customerID-003922,Female,0,No,No,59,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,33.0,569.87,No
customerID-003923,Male,0,Yes,No,8,No,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),145.88,621.79,No
customerID-003926,Male,0,No,No,5,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),47.97,887.56,No
customerID-003927,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),53.85,516.44,No
customerID-003928,Male,0,No,No,7,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,108.39,371.97,No
customerID-003931,Male,2,No,No,16,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.36,550.64,No
customerID-003932,Male,1,No,No,1,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,137.55,2708.15,No
customerID-003937,Female,1,No,No,16,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,108.41,1069.73,No
customerID-003938,Male,0,Yes,No,17,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,27.32,458.82,No
customerID-003948,Female,1,No,No,28,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),,261.46,No
customerID-003950,Female,0,No,No,2,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,70.54,931.23,No
customerID-003962,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,,1490.82,No
customerID-003966,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,31.6,1778.01,No
customerID-003969,Male,1,No,No,10,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,38.76,828.85,No
customerID-003970,Male,0,No,No,60,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),,425.16,No
customerID-003974,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,32.23,634.91,No
customerID-003975,Male,0,No,No,22,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,36.11,557.28,No
customerID-003979,Male,1,No,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),169.45,791.79,No
customerID-003987,Male,1,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),39.43,569.98,Yes
customerID-003988,Male,2,No,No,21,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),,343.1,No
customerID-003992,Male,0,No,No,5,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),32.28,2367.32,Yes
customerID-004000,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.42,293.78,No
customerID-004004,Male,0,Yes,No,13,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),143.28,335.18,No
customerID-004007,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,110.86,1702.78,No
customerID-004011,Male,0,No,No,8,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.14,1385.7,No
customerID-004014,Male,1,No,No,10,No,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),53.6,598.63,No
customerID-004017,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.75,427.03,No
customerID-004018,Male,1,Yes,No,3,No,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,61.95,1027.25,No
